HS2002,SITCR2
854221,7764
854229,7764
854260,7764
854270,7764
854290,77689
854311,77885
854319,77885
854320,77886
854330,77886
854340,77886
854381,77886
854389,77886
854390,77886
854411,7731
854419,7731
854420,7731
854430,7731
854441,7731
854449,7731
854451,7731
854459,7731
854460,7731
854470,88411
854511,77887
854519,77887
854520,77887
854590,77887
854610,77322
854620,77323
854690,77324
854710,77326
854720,77327
854790,77321
854810,77812
854890,77889
860110,7911
860120,7911
860210,7912
860290,7912
860310,7913
860390,7913
860400,79151
860500,7914
860610,79152
860620,79152
860630,79152
860691,79152
860692,79152
860699,79152
860711,79199
860712,79199
860719,79199
860721,79199
860729,79199
860730,79199
860791,79199
860799,79199
860800,79191
860900,78613
870110,7224
870120,7832
870130,7223
870190,7224
870210,7831
870290,7831
870310,7810
870321,7810
870322,7810
870323,7810
870324,7810
870331,7810
870332,7810
870333,7810
870390,7810
870410,7821
870421,7821
870422,7821
870423,7821
870431,7821
870432,7821
870490,7821
870510,7822
870520,7822
870530,7822
870540,7822
870590,7822
870600,7841
870710,7842
870790,7842
870810,7849
870821,7849
870829,7849
870831,7849
870839,7849
870840,7849
870850,7849
870860,7849
870870,7849
870880,7849
870891,7849
870892,7849
870893,7849
870894,7849
870899,7849
870911,74411
870919,74411
870990,74419
871000,95101
871110,7851
871120,7851
871130,7851
871140,7851
871150,7851
871190,7851
871200,7852
871310,78531
871390,78531
871411,78539
871419,78539
871420,78539
871491,78539
871492,78539
871493,78539
871494,78539
871495,78539
871496,78539
871499,78539
871500,8941
871610,78611
871620,78612
871631,78612
871639,78612
871640,78681
871680,78681
871690,78689
880110,79281
880190,79282
880211,7921
880212,7921
880220,7922
880230,7923
880240,7924
880260,7924
880310,7929
880320,7929
880330,7929
880390,7929
880400,89998
880510,79283
880521,79283
880529,79283
890110,79328
890120,79322
890130,79323
890190,79323
890200,79324
890310,79321
890391,79321
890392,79321
890399,79321
890400,79381
890510,79382
890520,79382
890590,79382
890610,7931
890690,7931
890710,79383
890790,79383
890800,7933
900110,88411
900120,88411
900130,88411
900140,88411
900150,88411
900190,88411
900211,88412
900219,88412
900220,88412
900290,88412
900311,88421
900319,88421
900390,88421
900410,88422
900490,88422
900510,87101
900580,87102
900590,87102
900610,88111
900620,88111
900630,88111
900640,88111
900651,88111
900652,88111
900653,88111
900659,88111
900661,88112
900662,88112
900669,88112
900691,88119
900699,88119
900711,88121
900719,88122
900720,88122
900791,88129
900792,88129
900810,88131
900820,88131
900830,88131
900840,88131
900890,88131
900911,75182
900912,75182
900921,75182
900922,75182
900930,75182
900991,75919
900992,75919
900993,75919
900999,75919
901010,88139
901041,88139
901042,88139
901049,88139
901050,88139
901060,88139
901090,88139
901110,87104
901120,87104
901180,87104
901190,87104
901210,87103
901290,87103
901310,87109
901320,87109
901380,87109
901390,87109
901410,87411
901420,87411
901480,87411
901490,87411
901510,87412
901520,87412
901530,87412
901540,87412
901580,87412
901590,87412
901600,87451
901710,87421
901720,87421
901730,87421
901780,87421
901790,87429
901811,7741
901812,7741
901813,7741
901814,7741
901819,7741
901820,7741
901831,87202
901832,87202
901839,87202
901841,87201
901849,87201
901850,87202
901890,87202
901910,87203
901920,87203
902000,87203
902110,89962
902121,89962
902129,89962
902131,89962
902139,89962
902140,89961
902150,89962
902190,89962
902212,7742
902213,7742
902214,7742
902219,7742
902221,7742
902229,7742
902230,7742
902290,7742
902300,87452
902410,87453
902480,87453
902490,87453
902511,87454
902519,87454
902580,87454
902590,8749
902610,8743
902620,8743
902680,8743
902690,8749
902710,8744
902720,8744
902730,8744
902740,8744
902750,8744
902780,87483
902790,8744
902810,8731
902820,8731
902830,8731
902890,8749
902910,8732
902920,8732
902990,8749
903010,87482
903020,87483
903031,87483
903039,87483
903040,87483
903082,87483
903083,87483
903089,87483
903090,8749
903110,87421
903120,87421
903130,87421
903141,87421
903149,87421
903180,87421
903190,87429
903210,8743
903220,8743
903281,8743
903289,8743
903290,8749
903300,8749
910111,88511
910112,88511
910119,88511
910121,88511
910129,88511
910191,88511
910199,88511
910211,88511
910212,88511
910219,88511
910221,88511
910229,88511
910291,88511
910299,88511
910310,88512
910390,88512
910400,88521
910511,88522
910519,88522
910521,88522
910529,88522
910591,88522
910599,88522
910610,88523
910620,88523
910690,88523
910700,88524
910811,88513
910812,88513
910819,88513
910820,88513
910890,88513
910911,88525
910919,88525
910990,88525
911011,88529
911012,88529
911019,88529
911090,88529
911110,88514
911120,88514
911180,88514
911190,88514
911220,88526
911290,88526
911310,89731
911320,8972
911390,8481
911410,88529
911420,88529
911430,88529
911440,88529
911490,88529
920110,89811
920120,89811
920190,89811
920210,89819
920290,89819
920300,89821
920410,89822
920420,89822
920510,89823
920590,89823
920600,89824
920710,89825
920790,89825
920810,89829
920890,89829
920910,8989
920920,8989
920930,8989
920991,8989
920992,8989
920993,8989
920994,8989
920999,8989
930111,95102
930119,95102
930120,95102
930190,95102
930200,95105
930310,89461
930320,89461
930330,89461
930390,89461
930400,89462
930510,95109
930521,95109
930529,95109
930591,95109
930599,95109
930610,95106
930621,89463
930629,89463
930630,89463
930690,95106
930700,95104
940110,82111
940120,82111
940130,82111
940140,82111
940150,82111
940161,82111
940169,82111
940171,82111
940179,82111
940180,82111
940190,82119
940210,82121
940290,82121
940310,82191
940320,82191
940330,82192
940340,82192
940350,82192
940360,82192
940370,82199
940380,82199
940390,82199
940410,82122
940421,82122
940429,82122
940430,82122
940490,82122
940510,81242
940520,81242
940530,89425
940540,81242
940550,81242
940560,69964
940591,81241
940592,8935
940599,81242
940600,6353
950100,89421
950210,89422
950291,89422
950299,89422
950310,89423
950320,89423
950330,89423
950341,89423
950349,89423
950350,89423
950360,89423
950370,89423
950380,89423
950390,89423
950410,89424
950420,89424
950430,89424
950440,89424
950490,89424
950510,89425
950590,89425
950611,89472
950612,89472
950619,89472
950621,89472
950629,89472
950631,89472
950632,89472
950639,89472
950640,89424
950651,89472
950659,89472
950661,89472
950662,89472
950669,89472
950670,89472
950691,89472
950699,89472
950710,89471
950720,89471
950730,89471
950790,89471
950810,89473
950890,89473
960110,89911
960190,89911
960200,89919
960310,89972
960321,89972
960329,89972
960330,89972
960340,89972
960350,89972
960390,89972
960400,89981
960500,83102
960610,89983
960621,89983
960622,89983
960629,89983
960630,89983
960711,89984
960719,89984
960720,89984
960810,89521
960820,89521
960831,89521
960839,89521
960840,89521
960850,89521
960860,89521
960891,89522
960899,89521
960910,89523
960920,89523
960990,89523
961000,89592
961100,89593
961210,89594
961220,89594
961310,89934
961320,89934
961380,89934
961390,89934
961420,89935
961490,89935
961511,89985
961519,89985
961590,69932
961610,89986
961620,89982
961700,89997
961800,89987
970110,89601
970190,69782
970200,89602
970300,89603
970400,89604
970500,89605
970600,89606
